image_path,hair_color
final/augmented_10k-images_1169.jpg,0.8065625
final/augmented_10k-images_1176.jpg,0.9705607
final/augmented_10k-images_118.jpg,0.891361
final/augmented_10k-images_1184.jpg,0.8473222
final/augmented_10k-images_1189.jpg,0.93903005
final/augmented_10k-images_1192.jpg,0.75673777
final/augmented_10k-images_1193.jpg,0.98811495
final/augmented_10k-images_1194.jpg,0.4963059
final/augmented_10k-images_1195.jpg,0.9993812
final/augmented_10k-images_1199.jpg,0.93979394
final/augmented_10k-images_1200.jpg,0.75431436
final/augmented_10k-images_1201.jpg,0.5629687
final/augmented_10k-images_1207.jpg,0.70392305
final/augmented_10k-images_1208.jpg,0.87465894
final/augmented_10k-images_1209.jpg,0.9425199
final/augmented_10k-images_121.jpg,0.5582855
final/augmented_10k-images_1210.jpg,0.91051525
final/augmented_10k-images_1211.jpg,0.71865666
final/augmented_10k-images_1214.jpg,0.99845827
final/augmented_10k-images_1215.jpg,0.99913126
final/augmented_10k-images_1217.jpg,0.62000126
final/augmented_10k-images_1221.jpg,0.88705945
final/augmented_10k-images_1222.jpg,0.76679003
final/augmented_10k-images_1223.jpg,0.70015347
final/augmented_10k-images_1226.jpg,0.8466057
final/augmented_10k-images_1229.jpg,0.93868107
final/augmented_10k-images_123.jpg,0.99724615
final/augmented_10k-images_1230.jpg,0.9521274
final/augmented_10k-images_1231.jpg,0.9120495
final/augmented_10k-images_1232.jpg,0.99881494
final/augmented_10k-images_1233.jpg,0.5833452
final/augmented_10k-images_1234.jpg,0.6431126
final/augmented_10k-images_1235.jpg,0.7731799
final/augmented_10k-images_1236.jpg,0.6662813
final/augmented_10k-images_1237.jpg,0.6546603
final/augmented_10k-images_1238.jpg,0.9990231
final/augmented_10k-images_1241.jpg,0.9739525
final/augmented_10k-images_1242.jpg,0.971899
final/augmented_10k-images_1243.jpg,0.57094395
final/augmented_10k-images_1244.jpg,0.7442152
final/augmented_10k-images_1246.jpg,0.9937616
final/augmented_10k-images_1249.jpg,0.54570454
final/augmented_10k-images_1254.jpg,0.9881231
final/augmented_10k-images_1264.jpg,0.8054275
final/augmented_10k-images_1266.jpg,0.55986375
final/augmented_10k-images_1268.jpg,0.91549844
final/augmented_10k-images_1269.jpg,0.53099465
final/augmented_10k-images_1276.jpg,0.97385705
final/augmented_10k-images_1278.jpg,0.9590654
final/augmented_10k-images_1282.jpg,0.9856915
final/augmented_10k-images_1284.jpg,0.83164275
final/augmented_10k-images_1285.jpg,0.9567246
final/augmented_10k-images_1286.jpg,0.49725232
final/augmented_10k-images_1288.jpg,0.9814047
final/augmented_10k-images_1289.jpg,0.87586087
final/augmented_10k-images_129.jpg,0.9837946
final/augmented_10k-images_1291.jpg,0.59835947
final/augmented_10k-images_1293.jpg,0.59946144
final/augmented_10k-images_1296.jpg,0.7249946
final/augmented_10k-images_1297.jpg,0.9991264
final/augmented_10k-images_1299.jpg,0.98933536
final/augmented_10k-images_1304.jpg,0.9876139
final/augmented_10k-images_1305.jpg,0.49535108
final/augmented_10k-images_1308.jpg,0.95361394
final/augmented_10k-images_131.jpg,0.60517806
final/augmented_10k-images_1310.jpg,0.8195336
final/augmented_10k-images_1311.jpg,0.8947436
final/augmented_10k-images_1315.jpg,0.8536571
final/augmented_10k-images_1316.jpg,0.8891827
final/augmented_10k-images_132.jpg,0.54595065
final/augmented_10k-images_1320.jpg,0.49882817
final/augmented_10k-images_1321.jpg,0.9581973
final/augmented_10k-images_1322.jpg,0.8177996
final/augmented_10k-images_1324.jpg,0.99971944
final/augmented_10k-images_1326.jpg,0.5241705
final/augmented_10k-images_1327.jpg,0.9593706
final/augmented_10k-images_1329.jpg,0.96830004
final/augmented_10k-images_133.jpg,0.49833438
final/augmented_10k-images_1330.jpg,0.56083786
final/augmented_10k-images_1332.jpg,0.5100344
final/augmented_10k-images_1339.jpg,0.94198453
final/augmented_10k-images_1341.jpg,0.6615976
final/augmented_10k-images_1358.jpg,0.57191074
final/augmented_10k-images_1361.jpg,0.97479725
final/augmented_10k-images_1363.jpg,0.88356715
final/augmented_10k-images_1365.jpg,0.9994336
final/augmented_10k-images_1367.jpg,0.5133443
final/augmented_10k-images_137.jpg,0.98555195
final/augmented_10k-images_1370.jpg,0.9713877
final/augmented_10k-images_1378.jpg,0.7532671
final/augmented_10k-images_1379.jpg,0.99910873
final/augmented_10k-images_138.jpg,0.96382606
final/augmented_10k-images_1387.jpg,0.900847
final/augmented_10k-images_1388.jpg,0.921389
final/augmented_10k-images_1391.jpg,0.9989573
final/augmented_10k-images_1393.jpg,0.9997634
final/augmented_10k-images_1394.jpg,0.496244
final/augmented_10k-images_1395.jpg,0.72743845
final/augmented_10k-images_1399.jpg,0.9913511
final/augmented_10k-images_1418.jpg,0.49812907
final/augmented_10k-images_1422.jpg,0.9992582
final/augmented_10k-images_1426.jpg,0.8217635
final/augmented_10k-images_1427.jpg,0.923046
final/augmented_10k-images_1430.jpg,0.789741
final/augmented_10k-images_1434.jpg,0.9947796
final/augmented_10k-images_1436.jpg,0.97190195
final/augmented_10k-images_1445.jpg,0.89559114
final/augmented_10k-images_1448.jpg,0.66494393
final/augmented_10k-images_1449.jpg,0.787399
final/augmented_10k-images_1450.jpg,0.52084404
final/augmented_10k-images_146.jpg,0.744222
final/augmented_10k-images_1460.jpg,0.9887106
final/augmented_10k-images_1464.jpg,0.9945426
final/augmented_10k-images_147.jpg,0.88616276
final/augmented_10k-images_1472.jpg,0.5788024
final/augmented_10k-images_1473.jpg,0.9916214
final/augmented_10k-images_1474.jpg,0.99993527
final/augmented_10k-images_1478.jpg,0.9969928
final/augmented_10k-images_1480.jpg,0.79001945
final/augmented_10k-images_1482.jpg,0.9715118
final/augmented_10k-images_1483.jpg,0.8298322
final/augmented_10k-images_1485.jpg,0.8210813
final/augmented_10k-images_1486.jpg,0.99996257
final/augmented_10k-images_1488.jpg,0.88910747
final/augmented_10k-images_1489.jpg,0.9988274
final/augmented_10k-images_1493.jpg,0.65999186
final/augmented_10k-images_1496.jpg,0.99901175
final/augmented_10k-images_1499.jpg,0.6163863
final/augmented_10k-images_15.jpg,0.572422
final/augmented_10k-images_150.jpg,0.7100659
final/augmented_10k-images_1501.jpg,0.7258353
final/augmented_10k-images_1502.jpg,0.9150019
final/augmented_10k-images_1503.jpg,0.6126863
final/augmented_10k-images_1511.jpg,0.9991516
final/augmented_10k-images_1513.jpg,0.49662304
final/augmented_10k-images_1515.jpg,0.5123487
final/augmented_10k-images_1518.jpg,0.9973959
final/augmented_10k-images_1519.jpg,0.5366624
final/augmented_10k-images_1520.jpg,0.99186826
final/augmented_10k-images_1523.jpg,0.7038099
final/augmented_10k-images_1524.jpg,0.8743146
final/augmented_10k-images_1526.jpg,0.8431358
final/augmented_10k-images_1529.jpg,0.9908381
final/augmented_10k-images_1530.jpg,0.5233679
final/augmented_10k-images_1538.jpg,0.732082
final/augmented_10k-images_154.jpg,0.87767005
final/augmented_10k-images_1542.jpg,0.98057556
final/augmented_10k-images_1544.jpg,0.9766134
final/augmented_10k-images_1547.jpg,0.61057776
final/augmented_10k-images_1548.jpg,0.9559639
final/augmented_10k-images_1553.jpg,0.9738144
final/augmented_10k-images_1554.jpg,0.99570835
final/augmented_10k-images_1560.jpg,0.99674004
final/augmented_10k-images_1562.jpg,0.9987908
final/augmented_10k-images_1565.jpg,0.8123716
final/augmented_10k-images_1566.jpg,0.85598207
final/augmented_10k-images_1568.jpg,0.49649248
final/augmented_10k-images_1570.jpg,0.9998055
final/augmented_10k-images_1571.jpg,0.99596393
final/augmented_10k-images_1576.jpg,0.72674924
final/augmented_10k-images_1580.jpg,0.4974967
final/augmented_10k-images_1581.jpg,0.9717632
final/augmented_10k-images_1584.jpg,0.61109877
final/augmented_10k-images_1585.jpg,0.9968177
final/augmented_10k-images_1586.jpg,0.9538783
final/augmented_10k-images_1587.jpg,0.5117083
final/augmented_10k-images_159.jpg,0.84987444
final/augmented_10k-images_1590.jpg,0.99243516
final/augmented_10k-images_1594.jpg,0.9655227
final/augmented_10k-images_1597.jpg,0.7045493
final/augmented_10k-images_1598.jpg,0.4971807
final/augmented_10k-images_16.jpg,0.6824341
final/augmented_10k-images_1600.jpg,0.54944676
final/augmented_10k-images_1602.jpg,0.99344397
final/augmented_10k-images_1603.jpg,0.9732669
final/augmented_10k-images_1605.jpg,0.6610426
final/augmented_10k-images_1612.jpg,0.7190853
final/augmented_10k-images_1614.jpg,0.99217767
final/augmented_10k-images_1618.jpg,0.6560898
final/augmented_10k-images_1619.jpg,0.90876895
final/augmented_10k-images_1620.jpg,0.66651136
final/augmented_10k-images_1621.jpg,0.64640874
final/augmented_10k-images_1623.jpg,0.9728832
final/augmented_10k-images_1625.jpg,0.99267274
final/augmented_10k-images_1628.jpg,0.8738658
final/augmented_10k-images_1637.jpg,0.58034354
final/augmented_10k-images_1646.jpg,0.9656948
final/augmented_10k-images_1647.jpg,0.698782
final/augmented_10k-images_1656.jpg,0.5131651
final/augmented_10k-images_1658.jpg,0.78648573
final/augmented_10k-images_166.jpg,0.9999149
final/augmented_10k-images_1660.jpg,0.9999889
final/augmented_10k-images_1661.jpg,0.99779105
final/augmented_10k-images_1666.jpg,0.71713305
final/augmented_10k-images_1668.jpg,0.9816419
final/augmented_10k-images_1669.jpg,0.5510659
final/augmented_10k-images_167.jpg,0.9945042
final/augmented_10k-images_1671.jpg,0.9958923
final/augmented_10k-images_1672.jpg,0.49450764
final/augmented_10k-images_1677.jpg,0.8030094
final/augmented_10k-images_1679.jpg,0.6778051
final/augmented_10k-images_1684.jpg,0.8945662
final/augmented_10k-images_1685.jpg,0.9717082
final/augmented_10k-images_1694.jpg,0.9970151
final/augmented_10k-images_1696.jpg,0.75882
final/augmented_10k-images_1697.jpg,0.5974248
final/augmented_10k-images_1698.jpg,0.90410644
final/augmented_10k-images_1701.jpg,0.7656416
final/augmented_10k-images_1704.jpg,0.99997866
final/augmented_10k-images_1705.jpg,0.99906486
final/augmented_10k-images_1706.jpg,0.9838823
final/augmented_10k-images_1707.jpg,0.95772356
final/augmented_10k-images_1708.jpg,0.54066676
final/augmented_10k-images_171.jpg,0.8538326
final/augmented_10k-images_1710.jpg,0.9967211
final/augmented_10k-images_1711.jpg,0.98723096
final/augmented_10k-images_1712.jpg,0.998825
final/augmented_10k-images_1714.jpg,0.96595865
final/augmented_10k-images_172.jpg,0.9471271
final/augmented_10k-images_1721.jpg,0.50323987
final/augmented_10k-images_1726.jpg,0.6787958
final/augmented_10k-images_1728.jpg,0.9885306
final/augmented_10k-images_1729.jpg,0.9362974
final/augmented_10k-images_1732.jpg,0.97396153
final/augmented_10k-images_1736.jpg,0.717305
final/augmented_10k-images_1737.jpg,0.99538356
final/augmented_10k-images_1738.jpg,0.71254253
final/augmented_10k-images_1740.jpg,0.49660936
final/augmented_10k-images_1746.jpg,0.9783174
final/augmented_10k-images_1756.jpg,0.7239437
final/augmented_10k-images_1757.jpg,0.9842572
final/augmented_10k-images_1760.jpg,0.60423017
final/augmented_10k-images_1761.jpg,0.51649004
final/augmented_10k-images_1765.jpg,0.9768817
final/augmented_10k-images_1766.jpg,0.6348448
final/augmented_10k-images_1768.jpg,0.49964383
final/augmented_10k-images_1769.jpg,0.49977365
final/augmented_10k-images_1773.jpg,0.808401
final/augmented_10k-images_1774.jpg,0.92693
final/augmented_10k-images_1778.jpg,0.92737126
final/augmented_10k-images_1779.jpg,0.99902225
final/augmented_10k-images_1781.jpg,0.9948377
final/augmented_10k-images_1782.jpg,0.56569064
final/augmented_10k-images_1783.jpg,0.9978702
final/augmented_10k-images_1785.jpg,0.94083077
final/augmented_10k-images_1786.jpg,0.50849855
final/augmented_10k-images_1789.jpg,0.9995091
final/augmented_10k-images_1790.jpg,0.99990726
final/augmented_10k-images_18.jpg,0.9404931
final/augmented_10k-images_180.jpg,0.99934536
final/augmented_10k-images_1802.jpg,0.75596356
final/augmented_10k-images_181.jpg,0.5000814
final/augmented_10k-images_1812.jpg,0.9999002
final/augmented_10k-images_1816.jpg,0.92761755
final/augmented_10k-images_1824.jpg,0.75319856
final/augmented_10k-images_1827.jpg,0.78464556
final/augmented_10k-images_1829.jpg,0.5176159
final/augmented_10k-images_1830.jpg,0.99947673
final/augmented_10k-images_1835.jpg,0.9888101
final/augmented_10k-images_1836.jpg,0.57778805
final/augmented_10k-images_1840.jpg,0.99865156
final/augmented_10k-images_1847.jpg,0.5199882
final/augmented_10k-images_1849.jpg,0.82167965
final/augmented_10k-images_1852.jpg,0.99935704
final/augmented_10k-images_1853.jpg,0.94617224
final/augmented_10k-images_1855.jpg,0.99342644
final/augmented_10k-images_1857.jpg,0.9786411
final/augmented_10k-images_1859.jpg,0.49753314
final/augmented_10k-images_186.jpg,0.8982555
final/augmented_10k-images_1860.jpg,0.66192955
final/augmented_10k-images_1864.jpg,0.98580927
final/augmented_10k-images_187.jpg,0.8634747
final/augmented_10k-images_1871.jpg,0.94705546
final/augmented_10k-images_1872.jpg,0.6560768
final/augmented_10k-images_1874.jpg,0.96097857
final/augmented_10k-images_1875.jpg,0.9758832
final/augmented_10k-images_1878.jpg,0.87231284
final/augmented_10k-images_1880.jpg,0.81307864
final/augmented_10k-images_1887.jpg,0.996438
final/augmented_10k-images_1889.jpg,0.96017313
final/augmented_10k-images_1890.jpg,0.49763966
final/augmented_10k-images_1892.jpg,0.5058987
final/augmented_10k-images_1895.jpg,0.97261363
final/augmented_10k-images_19.jpg,0.988076
final/augmented_10k-images_1903.jpg,0.49699083
final/augmented_10k-images_1904.jpg,0.75943077
final/augmented_10k-images_1910.jpg,0.9853439
final/augmented_10k-images_1912.jpg,0.96196866
final/augmented_10k-images_1914.jpg,0.97453827
final/augmented_10k-images_1916.jpg,0.9988317
final/augmented_10k-images_1920.jpg,0.878021
final/augmented_10k-images_1924.jpg,0.9663115
final/augmented_10k-images_1925.jpg,0.9862169
final/augmented_10k-images_1927.jpg,0.9399999
final/augmented_10k-images_1930.jpg,0.99133646
final/augmented_10k-images_1931.jpg,0.8430645
final/augmented_10k-images_1932.jpg,0.84693694
final/augmented_10k-images_1941.jpg,0.9988859
final/augmented_10k-images_1949.jpg,0.7732243
final/augmented_10k-images_1950.jpg,0.9905918
final/augmented_10k-images_1958.jpg,0.71825224
final/augmented_10k-images_1959.jpg,0.61255497
final/augmented_10k-images_1960.jpg,0.98299336
final/augmented_10k-images_1965.jpg,0.97384024
final/augmented_10k-images_1970.jpg,0.84809536
final/augmented_10k-images_1971.jpg,0.96855855
final/augmented_10k-images_1974.jpg,0.49960223
final/augmented_10k-images_1975.jpg,0.99962986
final/augmented_10k-images_1976.jpg,0.6278506
final/augmented_10k-images_1980.jpg,0.56848264
final/augmented_10k-images_1981.jpg,0.85029435
final/augmented_10k-images_1984.jpg,0.83852255
final/augmented_10k-images_1987.jpg,0.7380405
final/augmented_10k-images_1988.jpg,0.97994334
final/augmented_10k-images_199.jpg,0.49938244
final/augmented_10k-images_1991.jpg,0.7066979
final/augmented_10k-images_1994.jpg,0.977399
final/augmented_10k-images_1996.jpg,0.9768444
final/augmented_10k-images_2004.jpg,0.53641814
final/augmented_10k-images_2008.jpg,0.5596384
final/augmented_10k-images_2011.jpg,0.49661523
final/augmented_10k-images_2012.jpg,0.7545062
final/augmented_10k-images_2015.jpg,0.49823314
final/augmented_10k-images_2018.jpg,0.97685367
final/augmented_10k-images_2027.jpg,0.9849753
final/augmented_10k-images_203.jpg,0.9994954
final/augmented_10k-images_2030.jpg,0.8958104
final/augmented_10k-images_2036.jpg,0.99935955
final/augmented_10k-images_2037.jpg,0.9985091
final/augmented_10k-images_2041.jpg,0.9981211
final/augmented_10k-images_2047.jpg,0.99758065
final/augmented_10k-images_205.jpg,0.84979707
final/augmented_10k-images_2050.jpg,0.9043863
final/augmented_10k-images_2054.jpg,0.6009875
final/augmented_10k-images_2057.jpg,0.86907625
final/augmented_10k-images_2059.jpg,0.51557076
final/augmented_10k-images_2064.jpg,0.5709608
final/augmented_10k-images_2068.jpg,0.99745554
final/augmented_10k-images_207.jpg,0.99888164
final/augmented_10k-images_2072.jpg,0.6106912
final/augmented_10k-images_2076.jpg,0.7720065
final/augmented_10k-images_2079.jpg,0.5019036
final/augmented_10k-images_2080.jpg,0.9548919
final/augmented_10k-images_2082.jpg,0.95348936
final/augmented_10k-images_2088.jpg,0.6874391
final/augmented_10k-images_2089.jpg,0.6872159
final/augmented_10k-images_2092.jpg,0.8313472
final/augmented_10k-images_2094.jpg,0.9263089
final/augmented_10k-images_2100.jpg,0.56318957
final/augmented_10k-images_2104.jpg,0.576421
final/augmented_10k-images_2105.jpg,0.8570027
final/augmented_10k-images_2111.jpg,0.9995228
final/augmented_10k-images_2115.jpg,0.5495726
final/augmented_10k-images_2117.jpg,0.5318951
final/augmented_10k-images_2119.jpg,0.5432842
final/augmented_10k-images_2120.jpg,0.9841376
final/augmented_10k-images_2121.jpg,0.9977156
final/augmented_10k-images_2122.jpg,0.8195309
final/augmented_10k-images_2127.jpg,0.98628587
final/augmented_10k-images_213.jpg,0.49767956
final/augmented_10k-images_2131.jpg,0.5685559
final/augmented_10k-images_2132.jpg,0.9532129
final/augmented_10k-images_2133.jpg,0.95699656
final/augmented_10k-images_2135.jpg,0.71094793
final/augmented_10k-images_2137.jpg,0.7519001
final/augmented_10k-images_2144.jpg,0.9914391
final/augmented_10k-images_215.jpg,0.96673155
final/augmented_10k-images_2150.jpg,0.5295113
final/augmented_10k-images_2162.jpg,0.9833394
final/augmented_10k-images_2168.jpg,0.99628985
final/augmented_10k-images_2170.jpg,0.5200808
final/augmented_10k-images_2172.jpg,0.82525
final/augmented_10k-images_2174.jpg,0.6845368
final/augmented_10k-images_2179.jpg,0.58497703
final/augmented_10k-images_218.jpg,0.98976314
final/augmented_10k-images_2180.jpg,0.6880644
final/augmented_10k-images_2181.jpg,0.99546766
final/augmented_10k-images_2183.jpg,0.64378446
final/augmented_10k-images_2193.jpg,0.852448
final/augmented_10k-images_2197.jpg,0.5353038
final/augmented_10k-images_2198.jpg,0.9691692
final/augmented_10k-images_2199.jpg,0.9846837
final/augmented_10k-images_22.jpg,0.9981609
final/augmented_10k-images_220.jpg,0.77056485
final/augmented_10k-images_2200.jpg,0.97277695
final/augmented_10k-images_2201.jpg,0.997997
final/augmented_10k-images_2202.jpg,0.49886522
final/augmented_10k-images_2206.jpg,0.68658084
final/augmented_10k-images_2209.jpg,0.8899644
final/augmented_10k-images_2213.jpg,0.49875915
final/augmented_10k-images_2214.jpg,0.8695774
final/augmented_10k-images_2216.jpg,0.9278737
final/augmented_10k-images_222.jpg,0.98999935
final/augmented_10k-images_2220.jpg,0.5157549
final/augmented_10k-images_2222.jpg,0.98849034
final/augmented_10k-images_2224.jpg,0.7019116
final/augmented_10k-images_2226.jpg,0.6668177
final/augmented_10k-images_2227.jpg,0.5764251
final/augmented_10k-images_223.jpg,0.9899906
final/augmented_10k-images_2231.jpg,0.9843834
final/augmented_10k-images_2235.jpg,0.9858499
final/augmented_10k-images_224.jpg,0.7877329
final/augmented_10k-images_2240.jpg,0.9816191
final/augmented_10k-images_2241.jpg,0.5075736
final/augmented_10k-images_2243.jpg,0.62433153
final/augmented_10k-images_2245.jpg,0.6974341
final/augmented_10k-images_2249.jpg,0.76926714
final/augmented_10k-images_225.jpg,0.8605822
final/augmented_10k-images_2251.jpg,0.9357675
final/augmented_10k-images_2252.jpg,0.9764524
final/augmented_10k-images_2255.jpg,0.9810083
final/augmented_10k-images_2256.jpg,0.99950695
final/augmented_10k-images_226.jpg,0.496655
final/augmented_10k-images_2263.jpg,0.914563
final/augmented_10k-images_2264.jpg,0.49600065
final/augmented_10k-images_2265.jpg,0.9917589
final/augmented_10k-images_2268.jpg,0.9537316
final/augmented_10k-images_2273.jpg,0.75174826
final/augmented_10k-images_2274.jpg,0.6774798
final/augmented_10k-images_2276.jpg,0.8186584
final/augmented_10k-images_2277.jpg,0.4956444
final/augmented_10k-images_2279.jpg,0.5231878
final/augmented_10k-images_228.jpg,0.7072744
final/augmented_10k-images_2285.jpg,0.95597607
final/augmented_10k-images_2286.jpg,0.65037704
final/augmented_10k-images_2288.jpg,0.9926288
final/augmented_10k-images_2289.jpg,0.9893714
final/augmented_10k-images_2291.jpg,0.52813846
final/augmented_10k-images_2294.jpg,0.7357509
final/augmented_10k-images_2296.jpg,0.6339809
final/augmented_10k-images_23.jpg,0.9527464
final/augmented_10k-images_230.jpg,0.99595547
final/augmented_10k-images_2302.jpg,0.6295289
final/augmented_10k-images_2305.jpg,0.94765866
final/augmented_10k-images_2308.jpg,0.99918
final/augmented_10k-images_2309.jpg,0.9989981
final/augmented_10k-images_2312.jpg,0.5035784
final/augmented_10k-images_2315.jpg,0.96823436
final/augmented_10k-images_232.jpg,0.5925735
final/augmented_10k-images_2327.jpg,0.9877358
final/augmented_10k-images_2337.jpg,0.98246056
final/augmented_10k-images_2338.jpg,0.99428505
final/augmented_10k-images_2340.jpg,0.9039704
final/augmented_10k-images_2342.jpg,0.49583015
final/augmented_10k-images_2347.jpg,0.827932
final/augmented_10k-images_2348.jpg,0.5728628
final/augmented_10k-images_2349.jpg,0.9734961
final/augmented_10k-images_235.jpg,0.998049
final/augmented_10k-images_2352.jpg,0.9945798
final/augmented_10k-images_2354.jpg,0.9682739
final/augmented_10k-images_2361.jpg,0.62720853
final/augmented_10k-images_2362.jpg,0.9571052
final/augmented_10k-images_2363.jpg,0.9743625
final/augmented_10k-images_2364.jpg,0.51123405
final/augmented_10k-images_2366.jpg,0.7553272
final/augmented_10k-images_2368.jpg,0.99361455
final/augmented_10k-images_2372.jpg,0.99000996
final/augmented_10k-images_2374.jpg,0.86228657
final/augmented_10k-images_2376.jpg,0.8374047
final/augmented_10k-images_2379.jpg,0.5246563
final/augmented_10k-images_2380.jpg,0.9953923
final/augmented_10k-images_2384.jpg,0.99557555
final/augmented_10k-images_2388.jpg,0.9240829
final/augmented_10k-images_2389.jpg,0.49979565
final/augmented_10k-images_2392.jpg,0.85758585
final/augmented_10k-images_2393.jpg,0.9908246
final/augmented_10k-images_2394.jpg,0.80249834
final/augmented_10k-images_2395.jpg,0.9796953
final/augmented_10k-images_2397.jpg,0.70832145
final/augmented_10k-images_2399.jpg,0.96384996
final/augmented_10k-images_2400.jpg,0.5058606
final/augmented_10k-images_2404.jpg,0.9718417
final/augmented_10k-images_2406.jpg,0.87277836
final/augmented_10k-images_2407.jpg,0.4964442
final/augmented_10k-images_2408.jpg,0.9377678
final/augmented_10k-images_2413.jpg,0.49793345
final/augmented_10k-images_2414.jpg,0.99062437
final/augmented_10k-images_2419.jpg,0.99404645
final/augmented_10k-images_242.jpg,0.9904884
final/augmented_10k-images_2420.jpg,0.90116906
final/augmented_10k-images_2421.jpg,0.91267127
final/augmented_10k-images_2430.jpg,0.8330447
final/augmented_10k-images_2432.jpg,0.4971311
final/augmented_10k-images_2434.jpg,0.9827488
final/augmented_10k-images_2438.jpg,0.5090075
final/augmented_10k-images_2439.jpg,0.9977075
final/augmented_10k-images_244.jpg,0.9835173
final/augmented_10k-images_2442.jpg,0.6583171
final/augmented_10k-images_2445.jpg,0.7735728
final/augmented_10k-images_2447.jpg,0.9884256
final/augmented_10k-images_245.jpg,0.9983835
final/augmented_10k-images_2450.jpg,0.7530948
final/augmented_10k-images_2452.jpg,0.56150717
final/augmented_10k-images_2454.jpg,0.7767342
final/augmented_10k-images_2455.jpg,0.67571
final/augmented_10k-images_2456.jpg,0.7494391
final/augmented_10k-images_2457.jpg,0.5041545
final/augmented_10k-images_2461.jpg,0.8338957
final/augmented_10k-images_2462.jpg,0.90471834
final/augmented_10k-images_2467.jpg,0.9990995
final/augmented_10k-images_2468.jpg,0.99854267
final/augmented_10k-images_2469.jpg,0.99938226
final/augmented_10k-images_247.jpg,0.9977956
final/augmented_10k-images_2470.jpg,0.99355006
final/augmented_10k-images_2480.jpg,0.99839693
final/augmented_10k-images_2484.jpg,0.54929227
final/augmented_10k-images_2485.jpg,0.9651379
final/augmented_10k-images_2486.jpg,0.9858564
final/augmented_10k-images_2488.jpg,0.49942008
final/augmented_10k-images_2490.jpg,0.89930934
final/augmented_10k-images_2493.jpg,0.97974795
final/augmented_10k-images_2499.jpg,0.49672127
final/augmented_10k-images_2502.jpg,0.9479975
final/augmented_10k-images_2503.jpg,0.69603366
final/augmented_10k-images_2504.jpg,0.99240303
final/augmented_10k-images_2507.jpg,0.89905363
final/augmented_10k-images_2508.jpg,0.72032666
final/augmented_10k-images_2510.jpg,0.8884805
final/augmented_10k-images_2512.jpg,0.9332219
final/augmented_10k-images_2514.jpg,0.75016
final/augmented_10k-images_2515.jpg,0.7984329
