image_paths,background,eyes,hair_color,head,mouth
dataset/final/augmented_10k-images_1081.jpg,0.49642104,0.9290155,0.52710605,0.51977485,0.9982652
dataset/final/augmented_10k-images_1084.jpg,0.743208,0.93839234,0.50756824,0.4998371,0.9162987
dataset/final/augmented_10k-images_1086.jpg,0.49260253,0.90039325,0.9988066,0.4291199,0.9863064
dataset/final/augmented_10k-images_1089.jpg,0.853383,0.9999995,0.47212094,0.49930644,0.981281
dataset/final/augmented_10k-images_1091.jpg,0.2758805,0.966515,0.9827224,0.09272686,0.99920434
dataset/final/augmented_10k-images_1095.jpg,0.015355475,0.9999999,0.9600201,0.71003145,0.74675524
dataset/final/augmented_10k-images_1096.jpg,0.48791185,0.9863685,0.7305299,0.49917808,0.83144027
dataset/final/augmented_10k-images_1097.jpg,0.12881021,0.9999962,0.67006725,0.49764827,0.74631745
dataset/final/augmented_10k-images_1098.jpg,0.50245315,0.99507385,0.6673462,0.49756137,0.9874533
dataset/final/augmented_10k-images_1099.jpg,0.03546283,0.83857065,0.98887235,0.4058383,0.997528
dataset/final/augmented_10k-images_1100.jpg,0.57487816,0.995404,0.6006274,0.49632046,0.9555159
dataset/final/augmented_10k-images_1102.jpg,0.75995743,0.9999769,0.8547914,0.0044351667,0.011499684
dataset/final/augmented_10k-images_1105.jpg,0.7411583,0.8394717,0.47714338,0.35107353,0.98755884
dataset/final/augmented_10k-images_1109.jpg,0.43106848,0.9999981,0.9996113,0.49586034,0.9262657
dataset/final/augmented_10k-images_1112.jpg,0.49610648,0.9995957,0.9916435,0.50641644,0.93851954
dataset/final/augmented_10k-images_1114.jpg,0.5040759,0.9999713,0.56853354,0.09278334,0.74527663
dataset/final/augmented_10k-images_1118.jpg,0.5740629,0.88191503,0.9460682,0.5048664,0.97498566
dataset/final/augmented_10k-images_1119.jpg,0.24802849,0.99996567,0.5102808,0.061436467,0.014759818
dataset/final/augmented_10k-images_112.jpg,0.9080386,0.9964115,0.6127956,0.99864274,0.7751995
dataset/final/augmented_10k-images_1121.jpg,0.027182285,0.9999074,0.9959597,0.5031256,0.99412835
dataset/final/augmented_10k-images_1124.jpg,0.5402459,0.9985441,0.5795896,0.19858783,0.19735534
dataset/final/augmented_10k-images_1126.jpg,0.54771084,0.9999994,0.88576645,0.5072647,0.9898314
dataset/final/augmented_10k-images_1130.jpg,0.43856296,0.99503565,0.83977896,0.49677157,0.97836703
dataset/final/augmented_10k-images_1133.jpg,0.42706257,0.99883026,0.58755153,0.4970465,0.8922176
dataset/final/augmented_10k-images_1143.jpg,0.093981616,0.99956864,0.4818043,0.49935174,0.9814182
dataset/final/augmented_10k-images_1144.jpg,0.49004087,0.98844427,0.9211752,0.49612638,0.98576945
dataset/final/augmented_10k-images_1146.jpg,0.5276508,0.9973284,0.5638796,0.50288737,0.99244386
dataset/final/augmented_10k-images_1151.jpg,0.7972361,0.9970289,0.9961366,0.49844998,0.9928478
dataset/final/augmented_10k-images_1152.jpg,0.052762438,0.99434435,0.5850009,0.8189142,0.944455
dataset/final/augmented_10k-images_1153.jpg,0.570489,1.0,0.9916203,0.49992394,0.010103169
dataset/final/augmented_10k-images_1155.jpg,0.029927796,0.99978083,0.9510668,0.19237335,0.018425206
dataset/final/augmented_10k-images_1157.jpg,0.680842,0.99999976,0.8409983,0.92918575,0.022378646
dataset/final/augmented_10k-images_1159.jpg,0.47137126,0.99992275,0.6027225,0.93935037,0.04265058
dataset/final/augmented_10k-images_116.jpg,0.82349455,0.9967572,0.9981889,0.49577838,0.018412082
dataset/final/augmented_10k-images_1162.jpg,0.383664,0.98881906,0.93880886,0.492653,0.97810316
dataset/final/augmented_10k-images_1165.jpg,0.6250504,0.9972709,0.98351073,0.43689337,0.978868
dataset/final/augmented_10k-images_1166.jpg,0.011767968,0.97181773,0.9810254,0.8056508,0.88588077
dataset/final/augmented_10k-images_1169.jpg,0.56583136,0.6658042,0.80328584,0.50212234,0.8335305
dataset/final/augmented_10k-images_1176.jpg,0.7334144,0.9999894,0.9746265,0.506468,0.1758462
dataset/final/augmented_10k-images_118.jpg,0.4984142,0.9999925,0.88195115,0.58144844,0.98448837
dataset/final/augmented_10k-images_1184.jpg,0.49492607,0.99992514,0.8683363,0.008753991,0.77716523
dataset/final/augmented_10k-images_1189.jpg,0.49382207,0.9999882,0.9469406,0.49837422,0.03261594
dataset/final/augmented_10k-images_1192.jpg,0.7169559,0.99994636,0.7323913,0.0054074205,0.9081267
dataset/final/augmented_10k-images_1193.jpg,0.38410577,1.0,0.9899541,0.50302297,0.009980037
dataset/final/augmented_10k-images_1194.jpg,0.4817711,0.99877566,0.47648913,0.49893427,0.46844226
dataset/final/augmented_10k-images_1195.jpg,0.5060736,0.99999285,0.9990452,0.49757767,0.9544607
dataset/final/augmented_10k-images_1199.jpg,0.49835286,0.9532978,0.92128223,0.4974043,0.078861706
dataset/final/augmented_10k-images_1200.jpg,0.8005364,0.99824584,0.7718225,0.5573104,0.27415302
dataset/final/augmented_10k-images_1201.jpg,0.5136421,0.9999652,0.5898936,0.5026719,0.123138264
dataset/final/augmented_10k-images_1207.jpg,0.49546823,0.9982533,0.7422663,0.49903995,0.8728637
dataset/final/augmented_10k-images_1208.jpg,0.49410126,0.99904376,0.89604294,0.5025976,0.93754655
dataset/final/augmented_10k-images_1209.jpg,0.67039347,0.99490273,0.93270034,0.57332295,0.17047854
dataset/final/augmented_10k-images_121.jpg,0.49052584,0.99424076,0.67902726,0.41361094,0.011959284
dataset/final/augmented_10k-images_1210.jpg,0.48281938,0.58291453,0.86587423,0.49747992,0.9320083
dataset/final/augmented_10k-images_1211.jpg,0.48678735,0.9998078,0.56491005,0.8265229,0.008154058
dataset/final/augmented_10k-images_1214.jpg,0.4919209,1.0,0.9971295,0.4987997,0.93675673
dataset/final/augmented_10k-images_1215.jpg,0.49608752,0.99955255,0.99869114,0.4964436,0.91770506
dataset/final/augmented_10k-images_1217.jpg,0.90471166,0.99999106,0.598743,0.496649,0.9555406
dataset/final/augmented_10k-images_1221.jpg,0.4934232,0.61254966,0.89840674,0.4946798,0.9772157
dataset/final/augmented_10k-images_1222.jpg,0.717967,0.54517233,0.8655065,0.5011247,0.91332084
dataset/final/augmented_10k-images_1223.jpg,0.71131355,0.9796907,0.82331944,0.50263053,0.95697737
dataset/final/augmented_10k-images_1226.jpg,0.031820677,0.9937418,0.7976616,0.45403317,0.9609042
dataset/final/augmented_10k-images_1229.jpg,0.0968604,0.9994104,0.9181628,0.49797565,0.0162936
dataset/final/augmented_10k-images_123.jpg,0.16421428,0.98511434,0.9978582,0.495512,0.9984487
dataset/final/augmented_10k-images_1230.jpg,0.51317394,0.9923481,0.9410956,0.5034642,0.8874494
dataset/final/augmented_10k-images_1231.jpg,0.5952308,1.0,0.84808654,0.48375228,0.45206717
dataset/final/augmented_10k-images_1232.jpg,0.47697538,0.99832803,0.9952538,0.69049734,0.9019934
dataset/final/augmented_10k-images_1233.jpg,0.54673475,0.9995376,0.5537825,0.9571925,0.81507003
dataset/final/augmented_10k-images_1234.jpg,0.6942403,0.97540516,0.607106,0.49291924,0.9799247
dataset/final/augmented_10k-images_1235.jpg,0.19945276,0.9968072,0.70499057,0.4991572,0.9876752
dataset/final/augmented_10k-images_1236.jpg,0.49285257,0.99783903,0.60252935,0.49886632,0.02548036
dataset/final/augmented_10k-images_1237.jpg,0.046542745,0.99979335,0.5829003,0.49524826,0.14071828
dataset/final/augmented_10k-images_1238.jpg,0.66112894,1.0,0.9991561,0.49808487,0.4579748
dataset/final/augmented_10k-images_1241.jpg,0.49823254,0.6137565,0.98558503,0.56707144,0.9684424
dataset/final/augmented_10k-images_1242.jpg,0.75274926,0.9999447,0.97910166,0.50155526,0.034123726
dataset/final/augmented_10k-images_1243.jpg,0.6126646,0.9981134,0.57031476,0.00029859887,0.85608107
dataset/final/augmented_10k-images_1244.jpg,0.79177266,0.9877033,0.7527084,0.5052846,0.14063117
dataset/final/augmented_10k-images_1246.jpg,0.018495029,0.9999349,0.99764353,0.49836707,0.028351735
dataset/final/augmented_10k-images_1249.jpg,0.50464606,0.9999988,0.51803577,0.5043409,0.012733146
dataset/final/augmented_10k-images_1254.jpg,0.49373135,1.0,0.9698108,0.80580187,0.87630194
dataset/final/augmented_10k-images_1264.jpg,0.56107944,0.99972373,0.7795375,0.99099594,0.0043110964
dataset/final/augmented_10k-images_1266.jpg,0.6445597,0.9994234,0.5177801,0.4980999,0.8524659
dataset/final/augmented_10k-images_1268.jpg,0.5069582,0.9818481,0.93956244,0.50036573,0.9644995
dataset/final/augmented_10k-images_1269.jpg,0.4891221,0.99948835,0.5957463,0.5171793,0.5265786
dataset/final/augmented_10k-images_1276.jpg,0.38334498,0.9893448,0.9701761,0.8445524,0.9583005
dataset/final/augmented_10k-images_1278.jpg,0.5526108,0.99608994,0.9515572,0.5018793,0.03450265
dataset/final/augmented_10k-images_1282.jpg,0.6988889,0.9999906,0.9813374,0.21855703,0.9713676
dataset/final/augmented_10k-images_1284.jpg,0.48901328,0.99999905,0.8384828,0.49974847,0.6319307
dataset/final/augmented_10k-images_1285.jpg,0.9857243,0.9987326,0.94581646,0.49362502,0.9861644
dataset/final/augmented_10k-images_1286.jpg,0.49302295,0.999967,0.47732162,0.49854335,0.7995342
dataset/final/augmented_10k-images_1288.jpg,0.43247694,0.7547111,0.9665962,0.5022546,0.98981106
dataset/final/augmented_10k-images_1289.jpg,0.0054751914,0.9985623,0.8872678,0.5168578,0.96863747
dataset/final/augmented_10k-images_129.jpg,0.49133813,0.9999734,0.9700198,0.34154278,0.9697934
dataset/final/augmented_10k-images_1291.jpg,0.04915651,0.8248883,0.6320669,0.9958801,0.99384046
dataset/final/augmented_10k-images_1293.jpg,0.49423516,0.9532872,0.6270764,0.49343523,0.9959182
dataset/final/augmented_10k-images_1296.jpg,0.4862915,0.9999411,0.6578939,0.58140814,0.9848742
dataset/final/augmented_10k-images_1297.jpg,0.13619098,0.99993336,0.9974502,0.5079914,0.9332535
dataset/final/augmented_10k-images_1299.jpg,0.4773707,0.9998274,0.9723824,0.5027544,0.2832434
dataset/final/augmented_10k-images_1304.jpg,0.47816718,0.99996674,0.9874757,0.49855044,0.27131337
dataset/final/augmented_10k-images_1305.jpg,0.49712437,0.9999844,0.47418368,0.7113578,0.008926946
dataset/final/augmented_10k-images_1308.jpg,0.87651163,0.9999974,0.98171335,0.98709106,0.0089454
dataset/final/augmented_10k-images_131.jpg,0.5108657,0.999864,0.6149443,0.57640874,0.7660114
dataset/final/augmented_10k-images_1310.jpg,0.49003562,0.9999572,0.79725647,0.49880278,0.024837604
dataset/final/augmented_10k-images_1311.jpg,0.60373074,0.99910235,0.8884023,0.50278115,0.989665
dataset/final/augmented_10k-images_1315.jpg,0.5188666,0.9979321,0.8854031,0.9650908,0.6097277
dataset/final/augmented_10k-images_1316.jpg,0.8172289,0.9999999,0.88075775,0.5012088,0.9446755
dataset/final/augmented_10k-images_132.jpg,0.19486834,0.9999999,0.51090324,0.5023503,0.05307638
dataset/final/augmented_10k-images_1320.jpg,0.3679568,0.74637806,0.48225695,0.49820995,0.7872471
dataset/final/augmented_10k-images_1321.jpg,0.48675105,0.9999571,0.9571159,0.9947631,0.023221858
dataset/final/augmented_10k-images_1322.jpg,0.5972771,0.998422,0.70138764,0.13497046,0.95839334
dataset/final/augmented_10k-images_1324.jpg,0.5038987,0.99999964,0.99962187,0.49640945,0.016015286
dataset/final/augmented_10k-images_1326.jpg,0.86552805,0.99931526,0.5137344,0.49703902,0.9872547
dataset/final/augmented_10k-images_1327.jpg,0.41660643,0.84921783,0.9790476,0.7443592,0.66622657
dataset/final/augmented_10k-images_1329.jpg,0.5078771,0.9991111,0.9362082,0.7829226,0.03162136
dataset/final/augmented_10k-images_133.jpg,0.7717507,0.63520676,0.47817868,0.49902296,0.82933897
dataset/final/augmented_10k-images_1330.jpg,0.5657526,0.9999938,0.6341494,0.51215976,0.03165648
dataset/final/augmented_10k-images_1332.jpg,0.4924105,0.9961832,0.46939266,0.34076875,0.96231526
dataset/final/augmented_10k-images_1339.jpg,0.8707363,0.9999813,0.9618403,0.49919176,0.63929003
dataset/final/augmented_10k-images_1341.jpg,0.4947588,0.9567153,0.61372817,0.49690905,0.41192415
dataset/final/augmented_10k-images_1358.jpg,0.31538036,0.99989414,0.5789783,0.49336442,0.8288419
dataset/final/augmented_10k-images_1361.jpg,0.62993443,0.99997604,0.9798836,0.50261104,0.9808564
dataset/final/augmented_10k-images_1363.jpg,0.15445572,0.999969,0.8755089,0.50710225,0.906515
dataset/final/augmented_10k-images_1365.jpg,0.1516927,0.9999919,0.9993272,0.8324896,0.9926649
dataset/final/augmented_10k-images_1367.jpg,0.39347136,0.68451655,0.46900433,0.62192583,0.9264985
dataset/final/augmented_10k-images_137.jpg,0.74645025,0.99999964,0.98450017,0.5020634,0.01300483
dataset/final/augmented_10k-images_1370.jpg,0.94902194,0.73370266,0.934039,0.48295963,0.71805567
dataset/final/augmented_10k-images_1378.jpg,0.67589694,0.999987,0.76893646,0.1466361,0.016961839
dataset/final/augmented_10k-images_1379.jpg,0.18635301,0.5089874,0.99736553,0.5089285,0.7926772
dataset/final/augmented_10k-images_138.jpg,0.053605262,0.98229766,0.97069293,0.15894516,0.75918907
dataset/final/augmented_10k-images_1387.jpg,0.01299114,0.99999964,0.86215234,0.50025713,0.92397946
dataset/final/augmented_10k-images_1388.jpg,0.49877432,0.9999994,0.85742265,0.49930206,0.958836
dataset/final/augmented_10k-images_1391.jpg,0.10459597,0.9999982,0.99790573,0.49853748,0.8904745
dataset/final/augmented_10k-images_1393.jpg,0.49084523,0.99734193,0.999416,0.14142005,0.65088373
dataset/final/augmented_10k-images_1394.jpg,0.48857147,0.998495,0.47562018,0.5016489,0.029255856
dataset/final/augmented_10k-images_1395.jpg,0.52489537,0.9986708,0.6768251,0.49767235,0.9706472
dataset/final/augmented_10k-images_1399.jpg,0.01555056,0.9999018,0.9913544,0.91756225,0.015046154
dataset/final/augmented_10k-images_1418.jpg,0.76364046,0.9724566,0.47817758,0.034827165,0.0068301107
dataset/final/augmented_10k-images_1422.jpg,0.50019246,0.99998975,0.998648,0.4991143,0.9722124
dataset/final/augmented_10k-images_1426.jpg,0.84518176,0.9885361,0.6934467,0.494684,0.87159514
dataset/final/augmented_10k-images_1427.jpg,0.0086097745,0.99999964,0.9131507,0.5027874,0.0051021245
dataset/final/augmented_10k-images_1430.jpg,0.6881729,0.91946244,0.7629302,0.4979218,0.9850144
dataset/final/augmented_10k-images_1434.jpg,0.37924826,0.9999927,0.9964244,0.9369402,0.80925995
dataset/final/augmented_10k-images_1436.jpg,0.55581117,0.99607927,0.96614134,0.001572677,0.26466107
dataset/final/augmented_10k-images_1445.jpg,0.4903166,0.99940825,0.78739494,0.50721747,0.007509995
dataset/final/augmented_10k-images_1448.jpg,0.4811424,0.9998367,0.7365157,0.8455349,0.9646412
dataset/final/augmented_10k-images_1449.jpg,0.27654323,0.99688894,0.76058745,0.9944429,0.012951921
dataset/final/augmented_10k-images_1450.jpg,0.7236195,0.9990017,0.58364236,0.48438412,0.05276209
dataset/final/augmented_10k-images_146.jpg,0.7522855,0.946173,0.81662494,0.5026963,0.9861942
dataset/final/augmented_10k-images_1460.jpg,0.49343544,0.9999999,0.94266117,0.56852436,0.0037092133
dataset/final/augmented_10k-images_1464.jpg,0.5203374,0.8596751,0.99439764,0.49708113,0.9805125
dataset/final/augmented_10k-images_147.jpg,0.19386362,0.9862884,0.8995898,0.4947082,0.99437404
dataset/final/augmented_10k-images_1472.jpg,0.537325,0.9992512,0.6376211,0.5007695,0.98798263
dataset/final/augmented_10k-images_1473.jpg,0.4958459,0.99864596,0.98025995,0.5046839,0.98820996
dataset/final/augmented_10k-images_1474.jpg,0.0051504746,0.9999968,0.9998393,0.5838917,0.9718962
dataset/final/augmented_10k-images_1478.jpg,0.01236738,0.9992772,0.99349654,0.3969909,0.91539866
dataset/final/augmented_10k-images_1480.jpg,0.52030206,1.0,0.82094353,0.49899507,0.00602864
dataset/final/augmented_10k-images_1482.jpg,0.031070752,0.9999882,0.95091546,0.37586188,0.9662417
dataset/final/augmented_10k-images_1483.jpg,0.51638454,0.70580477,0.77924293,0.5053863,0.61012435
dataset/final/augmented_10k-images_1485.jpg,0.3465699,0.73089015,0.7259797,0.5019688,0.99750924
dataset/final/augmented_10k-images_1486.jpg,0.029539475,0.99182105,0.9998981,0.07840362,0.98901176
dataset/final/augmented_10k-images_1488.jpg,0.5141581,0.9999777,0.87536126,0.49831885,0.032531414
dataset/final/augmented_10k-images_1489.jpg,0.6116173,0.99996746,0.99789065,0.50168437,0.51928854
dataset/final/augmented_10k-images_1493.jpg,0.75806516,0.99795014,0.6299281,0.05865408,0.94947934
dataset/final/augmented_10k-images_1496.jpg,0.4958721,0.6536966,0.9993186,0.49845114,0.915046
dataset/final/augmented_10k-images_1499.jpg,0.489257,0.980231,0.5997485,0.5100218,0.87645483
dataset/final/augmented_10k-images_15.jpg,0.51084983,0.925302,0.5254893,0.5000257,0.93463326
dataset/final/augmented_10k-images_150.jpg,0.6381834,0.9745199,0.70454156,0.9934093,0.9904371
dataset/final/augmented_10k-images_1501.jpg,0.49118736,0.5344426,0.609346,0.50181323,0.99093175
dataset/final/augmented_10k-images_1502.jpg,0.6805134,0.9607259,0.91721326,0.50538355,0.12198832
dataset/final/augmented_10k-images_1503.jpg,0.4925954,0.9999671,0.66162574,0.2981062,0.026909715
dataset/final/augmented_10k-images_1511.jpg,0.5391894,0.99976426,0.9989868,0.5029299,0.96066815
dataset/final/augmented_10k-images_1513.jpg,0.81056964,0.9865035,0.47749135,0.52112454,0.016990963
dataset/final/augmented_10k-images_1515.jpg,0.4847484,0.9981212,0.5185937,0.5063955,0.7812978
dataset/final/augmented_10k-images_1518.jpg,0.49286437,0.9999999,0.9959299,0.5015657,0.046181533
dataset/final/augmented_10k-images_1519.jpg,0.047245055,0.98078775,0.52175015,0.49777576,0.79180425
dataset/final/augmented_10k-images_1520.jpg,0.66307086,1.0,0.9916244,0.5035901,0.00998852
dataset/final/augmented_10k-images_1523.jpg,0.4796156,0.9997136,0.70996207,0.9935091,0.0049721748
dataset/final/augmented_10k-images_1524.jpg,0.5961273,0.9996327,0.8450324,0.5004293,0.9422605
dataset/final/augmented_10k-images_1526.jpg,0.5185373,0.9999596,0.8425512,0.49926734,0.013587218
dataset/final/augmented_10k-images_1529.jpg,0.49616188,0.99998975,0.98299026,0.50106,0.9912977
dataset/final/augmented_10k-images_1530.jpg,0.017747575,0.9999999,0.52753913,0.49923882,0.57804894
dataset/final/augmented_10k-images_1538.jpg,0.49731064,0.9999229,0.6690028,0.49961585,0.32776606
dataset/final/augmented_10k-images_154.jpg,0.49002072,0.8839943,0.89673316,0.49696603,0.9335037
dataset/final/augmented_10k-images_1542.jpg,0.06966185,1.0,0.98682076,0.49928778,0.009428591
dataset/final/augmented_10k-images_1544.jpg,0.15625638,0.9971861,0.9604244,0.49367717,0.9502007
dataset/final/augmented_10k-images_1547.jpg,0.4937855,0.999943,0.6002489,0.5048443,0.9195997
dataset/final/augmented_10k-images_1548.jpg,0.46430492,0.9999993,0.94037443,0.5029486,0.9605003
dataset/final/augmented_10k-images_1553.jpg,0.5293093,0.9998683,0.9792691,0.48070654,0.97034746
dataset/final/augmented_10k-images_1554.jpg,0.5050452,0.99999917,0.99728155,0.7655926,0.010787849
dataset/final/augmented_10k-images_1560.jpg,0.023807613,1.0,0.9965591,0.4995715,0.98947144
dataset/final/augmented_10k-images_1562.jpg,0.023497097,0.9999982,0.997546,0.5017065,0.5754446
dataset/final/augmented_10k-images_1565.jpg,0.66000205,0.99911624,0.8545486,0.49953023,0.8170403
dataset/final/augmented_10k-images_1566.jpg,0.35332748,0.999647,0.8662718,0.9998541,0.023959283
dataset/final/augmented_10k-images_1568.jpg,0.48395544,0.9749689,0.47752237,0.49721915,0.9687894
dataset/final/augmented_10k-images_1570.jpg,0.49891958,0.9998228,0.9996325,0.60532737,0.9616915
dataset/final/augmented_10k-images_1571.jpg,0.51216954,1.0,0.9911574,0.4941385,0.70368046
dataset/final/augmented_10k-images_1576.jpg,0.3031817,0.99997056,0.7150892,0.49929455,0.9104048
dataset/final/augmented_10k-images_1580.jpg,0.63705134,0.99757975,0.47875473,0.19499713,0.961716
dataset/final/augmented_10k-images_1581.jpg,0.49864316,0.9999342,0.94101375,0.80978066,0.9282741
dataset/final/augmented_10k-images_1584.jpg,0.56208706,0.8908645,0.6657402,0.49573848,0.6759674
dataset/final/augmented_10k-images_1585.jpg,0.28315368,0.98113704,0.9958087,0.06853788,0.9948213
dataset/final/augmented_10k-images_1586.jpg,0.053635865,0.89421266,0.9756766,0.49925694,0.06339176
dataset/final/augmented_10k-images_1587.jpg,0.25579053,0.9971186,0.491598,0.5013014,0.031410053
dataset/final/augmented_10k-images_159.jpg,0.035989724,0.49324998,0.84497774,0.4950383,0.58132607
dataset/final/augmented_10k-images_1590.jpg,0.59660107,0.99991405,0.9799805,0.49820462,0.11751297
dataset/final/augmented_10k-images_1594.jpg,0.48880878,0.9995441,0.9493736,0.50294024,0.017125329
dataset/final/augmented_10k-images_1597.jpg,0.44918793,0.9999403,0.618545,0.4986233,0.9834743
dataset/final/augmented_10k-images_1598.jpg,0.5590895,0.49122235,0.47905633,0.5009043,0.8975034
dataset/final/augmented_10k-images_16.jpg,0.99609995,0.9999999,0.7142783,0.50054467,0.37178642
dataset/final/augmented_10k-images_1600.jpg,0.7893366,0.9955075,0.49423996,0.23094292,0.008505663
dataset/final/augmented_10k-images_1602.jpg,0.49540374,0.9997408,0.99456596,0.50704473,0.7600646
dataset/final/augmented_10k-images_1603.jpg,0.52979493,0.99994004,0.9668404,0.51524055,0.9673808
dataset/final/augmented_10k-images_1605.jpg,0.46609682,0.9888728,0.5991616,0.49997103,0.9340457
dataset/final/augmented_10k-images_1612.jpg,0.4891613,0.9999801,0.7345723,0.9992913,0.0038855097
dataset/final/augmented_10k-images_1614.jpg,0.058939222,0.99846196,0.993298,0.50724626,0.7933286
dataset/final/augmented_10k-images_1618.jpg,0.692013,0.970803,0.59621626,0.4965669,0.9961041
dataset/final/augmented_10k-images_1619.jpg,0.4919875,0.99814165,0.932406,0.5781091,0.02416719
dataset/final/augmented_10k-images_1620.jpg,0.49123824,0.99995995,0.6984824,0.4962226,0.62700385
dataset/final/augmented_10k-images_1621.jpg,0.57263976,0.99990356,0.66272736,0.4989049,0.98012793
dataset/final/augmented_10k-images_1623.jpg,0.38092554,0.9998723,0.96326816,0.007126774,0.9998066
dataset/final/augmented_10k-images_1625.jpg,0.5105368,0.99998987,0.98956364,0.50243294,0.96494585
dataset/final/augmented_10k-images_1628.jpg,0.9766382,0.99999976,0.89204127,0.4997099,0.96140033
dataset/final/augmented_10k-images_1637.jpg,0.47142437,0.9966266,0.5732127,0.5054537,0.97132224
dataset/final/augmented_10k-images_1646.jpg,0.041206095,0.99998116,0.9513673,0.5010681,0.8053945
dataset/final/augmented_10k-images_1647.jpg,0.055909563,0.7570163,0.6780171,0.49257365,0.9664237
dataset/final/augmented_10k-images_1656.jpg,0.5046887,0.6716461,0.48662156,0.5022565,0.6432579
dataset/final/augmented_10k-images_1658.jpg,0.48878646,0.999962,0.7373745,0.98760206,0.920291
dataset/final/augmented_10k-images_166.jpg,0.48573756,1.0,0.9998331,0.59008783,0.0039510718
dataset/final/augmented_10k-images_1660.jpg,0.49658397,0.9999999,0.99997056,0.50083,0.011982181
dataset/final/augmented_10k-images_1661.jpg,0.43378028,0.9999994,0.99943286,0.5023728,0.19210568
dataset/final/augmented_10k-images_1666.jpg,0.1284577,0.99999654,0.6304856,0.41335654,0.048286952
dataset/final/augmented_10k-images_1668.jpg,0.41632602,0.9884482,0.9867405,0.50241107,0.991869
dataset/final/augmented_10k-images_1669.jpg,0.2371656,0.5850113,0.54103404,0.72302574,0.81950426
dataset/final/augmented_10k-images_167.jpg,0.010068795,0.9999877,0.99314743,0.49967107,0.9415297
dataset/final/augmented_10k-images_1671.jpg,0.027142607,0.9999752,0.9960736,0.0070203026,0.9475121
dataset/final/augmented_10k-images_1672.jpg,0.9341919,0.9999999,0.46867177,0.17008772,0.005519038
dataset/final/augmented_10k-images_1677.jpg,0.11014549,0.9992878,0.83969796,0.49504888,0.918633
dataset/final/augmented_10k-images_1679.jpg,0.14862287,0.9996643,0.6667628,0.49581918,0.7198365
dataset/final/augmented_10k-images_1684.jpg,0.50753784,0.9992262,0.9069622,0.49799907,0.029415574
dataset/final/augmented_10k-images_1685.jpg,0.49146065,0.99999726,0.9655159,0.49880397,0.63130146
dataset/final/augmented_10k-images_1694.jpg,0.020652045,0.99997807,0.992424,0.31699735,0.98175126
dataset/final/augmented_10k-images_1696.jpg,0.97832346,0.9999609,0.76747775,0.9767661,0.0074754492
