,image_path,male_prob,female_prob,hair_color,mouth,eyes,background_mean,background_std
0,resized_images/first_dataset/1010.jpg,1.0,4.5385443e-10,0.9918983578681946,0.7018377184867859,0.9999500513076782,0.9696967005729675,0.2554140090942383
0,resized_images/first_dataset/1011.jpg,1.0,4.8677146e-11,0.9913429617881775,0.9600712656974792,0.946535050868988,0.4953889548778534,0.1817750185728073
0,resized_images/first_dataset/1012.jpg,0.9980959,0.0019040257,0.7780023813247681,0.0025442999321967363,0.9931864142417908,0.2825867533683777,0.9374698400497437
0,resized_images/first_dataset/1013.jpg,0.99454284,0.0054570874,0.47511035203933716,0.002320009283721447,0.7601478695869446,0.9514352679252625,0.6125941872596741
0,resized_images/first_dataset/1014.jpg,0.9985411,0.0014588672,0.4734102487564087,0.9598105549812317,0.9068722128868103,0.6346144080162048,0.857097327709198
0,resized_images/first_dataset/1015.jpg,9.522797e-06,0.99999046,0.6382891535758972,0.9449982643127441,0.8100603818893433,0.5184314846992493,0.6516246795654297
0,resized_images/first_dataset/1016.jpg,0.00015120534,0.9998487,0.48505595326423645,0.014050165191292763,0.5606399178504944,0.07630801945924759,0.39411649107933044
0,resized_images/first_dataset/1017.jpg,0.99775237,0.0022475766,0.9989956617355347,0.018864810466766357,0.996902585029602,0.4896446168422699,0.9747834205627441
0,resized_images/first_dataset/1018.jpg,8.7877154e-08,0.9999999,0.9852449297904968,0.9905250072479248,0.7330283522605896,0.35532811284065247,0.7159774303436279
0,resized_images/first_dataset/1019.jpg,1.2674402e-08,1.0,0.479115754365921,0.8462392687797546,0.9997159242630005,0.4855334460735321,0.6730529069900513
0,resized_images/first_dataset/102.jpg,1.0882771e-09,1.0,0.9265010356903076,0.581728994846344,0.9999986886978149,0.6162433624267578,0.6139004826545715
0,resized_images/first_dataset/1020.jpg,1.3742852e-08,1.0,0.6798197627067566,0.9838287830352783,0.9828171133995056,0.5046263933181763,0.9971742033958435
0,resized_images/first_dataset/1021.jpg,0.9999963,3.7089117e-06,0.9984593391418457,0.8960899710655212,0.793459415435791,0.016042402014136314,0.37278518080711365
0,resized_images/first_dataset/1022.jpg,0.0018676851,0.9981323,0.47414082288742065,0.9282554984092712,0.9838123321533203,0.4911155104637146,0.9298915266990662
0,resized_images/first_dataset/1023.jpg,0.9999999,7.8791054e-08,0.6451345086097717,0.03142217546701431,0.9985208511352539,0.4367952048778534,0.6772871613502502
0,resized_images/first_dataset/1024.jpg,0.9999597,4.029132e-05,0.9285984635353088,0.9755809307098389,0.9973829388618469,0.48480066657066345,0.6847952604293823
0,resized_images/first_dataset/1025.jpg,0.9998109,0.00018917245,0.9853609204292297,0.9657173752784729,0.9932692646980286,0.9418041706085205,0.1275371015071869
0,resized_images/first_dataset/1026.jpg,1.2481068e-12,1.0,0.5034191012382507,0.8932560682296753,0.8329889178276062,0.17750175297260284,0.8223190903663635
0,resized_images/first_dataset/1027.jpg,1.0,8.050549e-09,0.9927621483802795,0.7320422530174255,0.9939473271369934,0.013229313306510448,0.9237200617790222
0,resized_images/first_dataset/1028.jpg,1.0,1.28790045e-08,0.5241652131080627,0.010020526126027107,0.9189445376396179,0.08094864338636398,0.9626147747039795
0,resized_images/first_dataset/1029.jpg,0.6684237,0.33157632,0.47965678572654724,0.4608258306980133,0.9326735138893127,0.4945405125617981,0.7974634170532227
0,resized_images/first_dataset/103.jpg,9.3963536e-08,0.9999999,0.9339324235916138,0.9816408157348633,0.8374590873718262,0.49041748046875,0.8900869488716125
0,resized_images/first_dataset/1030.jpg,0.003143308,0.9968567,0.9552815556526184,0.879332423210144,0.8799967765808105,0.512455940246582,0.5947282314300537
0,resized_images/first_dataset/1031.jpg,6.8264356e-08,0.9999999,0.49343734979629517,0.9969117045402527,0.6152112483978271,0.5479350686073303,0.9249963760375977
0,resized_images/first_dataset/1032.jpg,0.00017623944,0.99982375,0.9213042855262756,0.9851611852645874,0.9889121055603027,0.091341033577919,0.37440744042396545
0,resized_images/first_dataset/1033.jpg,2.359235e-07,0.99999976,0.9926286935806274,0.4036295413970947,0.999999463558197,0.5034123659133911,0.28131526708602905
0,resized_images/first_dataset/1034.jpg,1.353353e-12,1.0,0.851337730884552,0.9743453860282898,0.9999018311500549,0.4849100708961487,0.5362239480018616
0,resized_images/first_dataset/1035.jpg,1.0,1.5209419e-09,0.9895041584968567,0.005585881881415844,0.9999918341636658,0.6010398864746094,0.14797990024089813
0,resized_images/first_dataset/1036.jpg,0.99999976,2.1400882e-07,0.9923344850540161,0.005531913600862026,0.9999364018440247,0.47435110807418823,0.3384433388710022
0,resized_images/first_dataset/1037.jpg,0.99790466,0.0020953743,0.9867436289787292,0.9819582104682922,0.9998496174812317,0.5092620849609375,0.8608011603355408
0,resized_images/first_dataset/1038.jpg,1.0,3.624394e-08,0.9402929544448853,0.3869189918041229,0.7572349905967712,0.8006093502044678,0.9247017502784729
0,resized_images/first_dataset/1039.jpg,0.42811447,0.5718855,0.5644596219062805,0.07972591370344162,0.9998963475227356,0.8779752850532532,0.2213059514760971
0,resized_images/first_dataset/104.jpg,5.029507e-07,0.9999995,0.4841513931751251,0.8826248645782471,0.997797429561615,0.4507623016834259,0.9178851842880249
0,resized_images/first_dataset/1040.jpg,1.0,1.2723128e-09,0.48673713207244873,0.009303018450737,0.99210524559021,0.5019415616989136,0.21361388266086578
0,resized_images/first_dataset/1041.jpg,0.000852424,0.99914753,0.9454745054244995,0.9947342872619629,0.9978427290916443,0.48846983909606934,0.637241780757904
0,resized_images/first_dataset/1042.jpg,0.9999269,7.3054274e-05,0.971135675907135,0.004902808926999569,0.7642937898635864,0.47426837682724,0.9790083169937134
0,resized_images/first_dataset/1043.jpg,0.68329,0.31670994,0.7466000318527222,0.9907386898994446,0.7869388461112976,0.1348230242729187,0.7835655212402344
0,resized_images/first_dataset/1044.jpg,6.0085074e-07,0.9999994,0.5449855923652649,0.02821456640958786,0.8206052780151367,0.5224871635437012,0.9974377751350403
0,resized_images/first_dataset/1045.jpg,0.9999057,9.4338575e-05,0.4805280864238739,0.006878817919641733,0.8547707200050354,0.48789864778518677,0.5822495818138123
0,resized_images/first_dataset/1046.jpg,1.7874707e-10,1.0,0.840578019618988,0.989147424697876,0.9832525849342346,0.9583334922790527,0.25166571140289307
0,resized_images/first_dataset/1047.jpg,4.3408128e-11,1.0,0.47950902581214905,0.10092293471097946,0.9999670386314392,0.488313764333725,0.8931199312210083
0,resized_images/first_dataset/1048.jpg,0.00048014248,0.9995198,0.7590750455856323,0.4657420516014099,0.9574647545814514,0.4915038049221039,0.8591842651367188
0,resized_images/first_dataset/1049.jpg,2.6433432e-05,0.99997354,0.5986917018890381,0.00585084268823266,0.8999958634376526,0.9057074785232544,0.2789740264415741
0,resized_images/first_dataset/105.jpg,2.8801775e-11,1.0,0.6873223185539246,0.003953916020691395,0.9944004416465759,0.1779603660106659,0.6929914951324463
0,resized_images/first_dataset/1050.jpg,0.9998368,0.00016316913,0.934060275554657,0.9982959032058716,0.5372534394264221,0.19362382590770721,0.9374009966850281
0,resized_images/first_dataset/1051.jpg,1.449694e-06,0.99999857,0.4831525683403015,0.5808266997337341,0.9991798400878906,0.47718173265457153,0.700250506401062
0,resized_images/first_dataset/1052.jpg,8.742973e-09,1.0,0.8882052898406982,0.9584048390388489,0.8603031635284424,0.4891417920589447,0.9838373064994812
0,resized_images/first_dataset/1053.jpg,1.0,1.5659008e-08,0.9847709536552429,0.03367377072572708,0.9951201677322388,0.10794717073440552,0.7734511494636536
0,resized_images/first_dataset/1054.jpg,9.2619e-06,0.9999907,0.9899994134902954,0.009584805928170681,0.9999606013298035,0.5206130146980286,0.9816666841506958
0,resized_images/first_dataset/1055.jpg,0.99999964,3.8051198e-07,0.9974839091300964,0.04907811060547829,0.601727306842804,0.5000536441802979,0.9880899786949158
0,resized_images/first_dataset/1056.jpg,1.8081327e-07,0.99999976,0.814007043838501,0.9843643307685852,0.8817300200462341,0.49010545015335083,0.9039487242698669
0,resized_images/first_dataset/1057.jpg,0.9999933,6.6228176e-06,0.7198902368545532,0.01931600645184517,0.9984191060066223,0.19189396500587463,0.4794009327888489
0,resized_images/first_dataset/1058.jpg,2.6067572e-05,0.9999739,0.9988157153129578,0.013311762362718582,0.9886786937713623,0.506216287612915,0.5677986145019531
0,resized_images/first_dataset/1059.jpg,0.001434833,0.99856514,0.9985930323600769,0.018386343494057655,0.9998072385787964,0.48450368642807007,0.48541057109832764
0,resized_images/first_dataset/106.jpg,1.0518456e-08,1.0,0.47840723395347595,0.9926652908325195,0.9981534481048584,0.4771512448787689,0.7761607766151428
0,resized_images/first_dataset/1060.jpg,2.8592172e-05,0.9999714,0.9630394577980042,0.004069949965924025,0.968784749507904,0.033946141600608826,0.7023666501045227
0,resized_images/first_dataset/1061.jpg,2.4587007e-05,0.99997544,0.9962405562400818,0.016796406358480453,0.9932646155357361,0.5101486444473267,0.6615626215934753
0,resized_images/first_dataset/1062.jpg,1.5864972e-08,1.0,0.8743109107017517,0.9909667372703552,0.5319486856460571,0.7398243546485901,0.8322004079818726
0,resized_images/first_dataset/1063.jpg,0.0012357716,0.9987643,0.9914677739143372,0.9668453335762024,0.9841123223304749,0.42186155915260315,0.9765306711196899
0,resized_images/first_dataset/1064.jpg,1.916508e-08,1.0,0.48183369636535645,0.9724523425102234,0.9847602248191833,0.49321436882019043,0.8266141414642334
0,resized_images/first_dataset/1065.jpg,0.99947923,0.0005208173,0.5578537583351135,0.7927067875862122,0.9998770952224731,0.4867708086967468,0.2764836549758911
0,resized_images/first_dataset/1066.jpg,0.00010610319,0.9998939,0.674213171005249,0.16534574329853058,0.5252841711044312,0.49815139174461365,0.9850251078605652
0,resized_images/first_dataset/1067.jpg,1.0,1.2524626e-10,0.9780954122543335,0.0235479436814785,0.9999203085899353,0.5022380352020264,0.9017507433891296
0,resized_images/first_dataset/1068.jpg,1.0,2.4847765e-08,0.9824190735816956,0.9622465372085571,0.9999198913574219,0.23584379255771637,0.7443745732307434
0,resized_images/first_dataset/1069.jpg,0.9941757,0.0058243535,0.8178966641426086,0.6712061762809753,0.984005331993103,0.8152045607566833,0.9226735830307007
0,resized_images/first_dataset/107.jpg,0.9998903,0.00010962476,0.9943677186965942,0.9550788998603821,0.9999276399612427,0.08955555409193039,0.6888729333877563
0,resized_images/first_dataset/1070.jpg,5.4196603e-06,0.99999464,0.9832893013954163,0.004356886725872755,0.8255872130393982,0.006946600507944822,0.31378173828125
0,resized_images/first_dataset/1071.jpg,1.4417274e-07,0.9999999,0.9993731379508972,0.01679815538227558,0.9999927282333374,0.48280707001686096,0.5782982707023621
0,resized_images/first_dataset/1072.jpg,7.8248606e-12,1.0,0.5600041151046753,0.9901415109634399,0.9643428921699524,0.5535968542098999,0.7904098033905029
0,resized_images/first_dataset/1073.jpg,0.99999785,2.0883003e-06,0.9970875978469849,0.029366182163357735,0.9999887347221375,0.21561937034130096,0.4280940294265747
0,resized_images/first_dataset/1074.jpg,3.2603975e-10,1.0,0.48745399713516235,0.9923689365386963,0.6889669299125671,0.47946348786354065,0.4644206464290619
0,resized_images/first_dataset/1075.jpg,0.9999738,2.6259419e-05,0.9989597201347351,0.9926942586898804,0.5587681531906128,0.5034611225128174,0.9970166683197021
0,resized_images/first_dataset/1076.jpg,3.218546e-08,1.0,0.9218522906303406,0.9939284324645996,0.9580562710762024,0.9425880908966064,0.35493579506874084
0,resized_images/first_dataset/1077.jpg,0.99987066,0.00012928629,0.9989864826202393,0.9926245212554932,0.978857159614563,0.5981879830360413,0.3542817234992981
0,resized_images/first_dataset/1078.jpg,0.98878646,0.011213525,0.4699375629425049,0.9226207137107849,0.9999331831932068,0.4198412597179413,0.8047463297843933
0,resized_images/first_dataset/1079.jpg,0.04935068,0.9506494,0.9930148720741272,0.2342146337032318,0.8583999872207642,0.49912798404693604,0.32408228516578674
0,resized_images/first_dataset/108.jpg,0.00024221669,0.9997578,0.973412811756134,0.3369640111923218,0.9872825741767883,0.6259251236915588,0.762859582901001
0,resized_images/first_dataset/1080.jpg,3.0535187e-08,1.0,0.9721583724021912,0.9981169104576111,0.5254622101783752,0.48913463950157166,0.6209645867347717
0,resized_images/first_dataset/1081.jpg,1.4636804e-06,0.99999857,0.477975070476532,0.998593807220459,0.9312267303466797,0.489368736743927,0.9285001754760742
0,resized_images/first_dataset/1082.jpg,0.99999166,8.32395e-06,0.9924465417861938,0.01568702422082424,0.9999985694885254,0.48625847697257996,0.9928911328315735
0,resized_images/first_dataset/1083.jpg,5.6539706e-05,0.9999435,0.7526627779006958,0.022644633427262306,0.8697932362556458,0.15753184258937836,0.8082767724990845
0,resized_images/first_dataset/1084.jpg,1.6931012e-11,1.0,0.5058485865592957,0.9778792858123779,0.8479741215705872,0.9005723595619202,0.5809071660041809
0,resized_images/first_dataset/1085.jpg,0.00058154715,0.9994185,0.522669792175293,0.02454664744436741,0.9313034415245056,0.47842907905578613,0.921308696269989
0,resized_images/first_dataset/1086.jpg,5.117221e-09,1.0,0.9984561800956726,0.9217082858085632,0.8666021227836609,0.4969974160194397,0.25760453939437866
0,resized_images/first_dataset/1087.jpg,0.99999714,2.8126365e-06,0.5296671986579895,0.9772519469261169,0.9979864358901978,0.513501763343811,0.7798080444335938
0,resized_images/first_dataset/1088.jpg,1.0,2.1348164e-08,0.8016322255134583,0.9844667315483093,0.9994990229606628,0.023231104016304016,0.92737877368927
0,resized_images/first_dataset/1089.jpg,2.3789684e-11,1.0,0.476033091545105,0.9885113835334778,0.9999966621398926,0.9329296350479126,0.38538530468940735
0,resized_images/first_dataset/109.jpg,0.9999999,8.651458e-08,0.9847378730773926,0.087563157081604,0.9913778305053711,0.07018078118562698,0.4471592605113983
0,resized_images/first_dataset/1090.jpg,1.0,1.3329063e-10,0.7911620736122131,0.9972355365753174,0.9974611401557922,0.9072352051734924,0.11218258738517761
0,resized_images/first_dataset/1091.jpg,1.0174459e-06,0.9999989,0.9947879910469055,0.9971861839294434,0.9815970659255981,0.1572703719139099,0.5282960534095764
0,resized_images/first_dataset/1092.jpg,0.029035818,0.9709642,0.9803243279457092,0.8051994442939758,0.9999918937683105,0.5149391889572144,0.3901013731956482
0,resized_images/first_dataset/1093.jpg,0.9984492,0.0015507828,0.9734574556350708,0.7990761399269104,0.9938711524009705,0.3879033327102661,0.39959707856178284
0,resized_images/first_dataset/1094.jpg,0.9889731,0.01102699,0.6403981447219849,0.951883852481842,0.9961709976196289,0.46955427527427673,0.46218666434288025
0,resized_images/first_dataset/1095.jpg,3.0185316e-07,0.99999964,0.9266654253005981,0.7134534120559692,0.9999986290931702,0.06814441829919815,0.6789118051528931
0,resized_images/first_dataset/1096.jpg,4.617018e-11,1.0,0.7571941018104553,0.9897314310073853,0.941760778427124,0.4979044795036316,0.8571376800537109
0,resized_images/first_dataset/1097.jpg,9.220278e-06,0.9999908,0.6547605991363525,0.7328655123710632,0.999460756778717,0.39546364545822144,0.35753852128982544
0,resized_images/first_dataset/1098.jpg,3.1270384e-09,1.0,0.6124820709228516,0.9798489212989807,0.9936748743057251,0.5498394966125488,0.55463707447052
0,resized_images/first_dataset/1099.jpg,7.520229e-05,0.9999248,0.9852471947669983,0.9983381032943726,0.9255616664886475,0.02857985906302929,0.42561379075050354
0,resized_images/first_dataset/11.jpg,0.0003060919,0.999694,0.9829322099685669,0.020139014348387718,0.9937843680381775,0.8420318961143494,0.7457712292671204
0,resized_images/first_dataset/110.jpg,1.0,2.882622e-08,0.9884973764419556,0.9447788000106812,0.999652087688446,0.05784666910767555,0.6782068014144897
0,resized_images/first_dataset/1100.jpg,7.331461e-10,1.0,0.7043776512145996,0.989452600479126,0.990031361579895,0.5150285959243774,0.8026591539382935
0,resized_images/first_dataset/1101.jpg,1.0,6.3901546e-09,0.9932953715324402,0.9131911396980286,0.997408926486969,0.5002459287643433,0.9421579241752625
0,resized_images/first_dataset/1102.jpg,1.6390307e-10,1.0,0.9112701416015625,0.00542290648445487,0.999885082244873,0.7648856043815613,0.6631648540496826
0,resized_images/first_dataset/1103.jpg,0.00024580595,0.99975425,0.9891161918640137,0.023097526282072067,0.999957799911499,0.48947423696517944,0.341147243976593
0,resized_images/first_dataset/1104.jpg,0.9999982,1.8046907e-06,0.5109604597091675,0.9505866765975952,0.998089611530304,0.6702657341957092,0.8245054483413696
0,resized_images/first_dataset/1105.jpg,9.028207e-11,1.0,0.48011094331741333,0.9937308430671692,0.8034290075302124,0.8440053462982178,0.6709031462669373
0,resized_images/first_dataset/1106.jpg,8.747388e-06,0.9999913,0.9783939123153687,0.8645601272583008,0.9918627142906189,0.49635571241378784,0.5879709720611572
0,resized_images/first_dataset/1107.jpg,0.99998796,1.2051846e-05,0.9737352728843689,0.5392228364944458,0.7417277693748474,0.639661967754364,0.20596982538700104
0,resized_images/first_dataset/1108.jpg,0.9928343,0.0071657402,0.8595494627952576,0.04313895106315613,0.9986717700958252,0.37035301327705383,0.8766527771949768
0,resized_images/first_dataset/1109.jpg,2.3488916e-05,0.9999765,0.9994248151779175,0.9748687744140625,0.9999872446060181,0.4867706000804901,0.43077054619789124
0,resized_images/first_dataset/111.jpg,0.0018945163,0.9981054,0.9833042025566101,0.5779544115066528,0.9997794032096863,0.48168879747390747,0.6830774545669556
0,resized_images/first_dataset/1110.jpg,0.93183845,0.068161525,0.5320853590965271,0.004748128354549408,0.9953571557998657,0.23930883407592773,0.959321141242981
0,resized_images/first_dataset/1111.jpg,1.0,1.4117729e-12,0.9631927609443665,0.00736082810908556,0.9989133477210999,0.48537129163742065,0.413684219121933
0,resized_images/first_dataset/1112.jpg,7.7964585e-05,0.99992204,0.9975538849830627,0.9724747538566589,0.9982286095619202,0.48590147495269775,0.5032225847244263
0,resized_images/first_dataset/1113.jpg,1.29993405e-05,0.999987,0.479476660490036,0.9860441088676453,0.880741536617279,0.9057433009147644,0.8686004877090454
0,resized_images/first_dataset/1114.jpg,5.775235e-06,0.9999943,0.6452597975730896,0.8522026538848877,0.9994953870773315,0.5002908706665039,0.4907962381839752
0,resized_images/first_dataset/1115.jpg,1.0,4.5768505e-08,0.8311976194381714,0.0061119673773646355,0.9993443489074707,0.5104570984840393,0.7887902855873108
0,resized_images/first_dataset/1116.jpg,0.00020917646,0.99979085,0.9984273910522461,0.9675512313842773,0.7817503213882446,0.49560117721557617,0.839649498462677
0,resized_images/first_dataset/1117.jpg,0.9999999,1.3296074e-07,0.9472441673278809,0.005348364356905222,0.5455961227416992,0.1350656896829605,0.8411357402801514
0,resized_images/first_dataset/1118.jpg,4.5599155e-10,1.0,0.9013801217079163,0.994331955909729,0.7475310564041138,0.6384669542312622,0.9294761419296265
0,resized_images/first_dataset/1119.jpg,1.16852895e-07,0.9999999,0.5085866451263428,0.005292131565511227,0.998677670955658,0.44085177779197693,0.8212750554084778
0,resized_images/first_dataset/112.jpg,5.0255407e-05,0.9999497,0.6360858082771301,0.8834011554718018,0.9173081517219543,0.9333457350730896,0.22392025589942932
0,resized_images/first_dataset/1120.jpg,0.0012741861,0.99872583,0.9996462464332581,0.00813392922282219,0.9999548196792603,0.06645936518907547,0.533222496509552
0,resized_images/first_dataset/1121.jpg,5.2469247e-08,1.0,0.9967489838600159,0.9929860830307007,0.999560534954071,0.020662197843194008,0.9100195169448853
0,resized_images/first_dataset/1122.jpg,1.0,1.2185586e-10,0.7330361008644104,0.011377670802175999,0.9948335886001587,0.004967951215803623,0.3303210139274597
0,resized_images/first_dataset/1123.jpg,0.00043813264,0.99956185,0.9989399313926697,0.9988368153572083,0.5253453254699707,0.6207221150398254,0.8508680462837219
0,resized_images/first_dataset/1124.jpg,6.3190714e-07,0.9999994,0.6253284215927124,0.44117283821105957,0.996759831905365,0.4903336465358734,0.46509265899658203
0,resized_images/first_dataset/1125.jpg,0.0057259067,0.9942741,0.578781247138977,0.0058778803795576096,0.758823812007904,0.9462241530418396,0.9829455614089966
0,resized_images/first_dataset/1126.jpg,3.1061137e-13,1.0,0.98332279920578,0.9902409911155701,0.999860405921936,0.5201762318611145,0.9025062322616577
0,resized_images/first_dataset/1127.jpg,0.999762,0.00023805891,0.9936776161193848,0.007242937106639147,0.9936132431030273,0.5973218083381653,0.8506276607513428
0,resized_images/first_dataset/1128.jpg,0.9999989,1.0732278e-06,0.7291129231452942,0.041422247886657715,0.9999378323554993,0.056848086416721344,0.8244758248329163
0,resized_images/first_dataset/1129.jpg,0.99998486,1.5179978e-05,0.5142674446105957,0.9495426416397095,0.6934055089950562,0.5001975297927856,0.9999550580978394
0,resized_images/first_dataset/113.jpg,0.99816066,0.0018393551,0.9970204830169678,0.9794121384620667,0.9769188761711121,0.3149665594100952,0.7528952360153198
0,resized_images/first_dataset/1130.jpg,0.002091367,0.9979087,0.8129933476448059,0.9809603095054626,0.9760746955871582,0.4733505845069885,0.8712359070777893
0,resized_images/first_dataset/1131.jpg,4.1662915e-05,0.9999583,0.5785311460494995,0.9979298710823059,0.5251443982124329,0.4819697141647339,0.6353213787078857
0,resized_images/first_dataset/1132.jpg,0.99976736,0.00023265733,0.5153496861457825,0.5664831399917603,0.7823796272277832,0.5075948238372803,0.6849406361579895
0,resized_images/first_dataset/1133.jpg,0.0020599058,0.9979401,0.592345654964447,0.9854315519332886,0.9955652356147766,0.35933148860931396,0.5063873529434204
0,resized_images/first_dataset/1134.jpg,0.15471865,0.84528136,0.9939455986022949,0.962273120880127,0.6031844615936279,0.20804066956043243,0.9308496713638306
0,resized_images/first_dataset/1135.jpg,0.99999845,1.5297222e-06,0.999245285987854,0.9873098731040955,0.5392996072769165,0.6392359137535095,0.920536458492279
0,resized_images/first_dataset/1136.jpg,0.9999964,3.6345748e-06,0.9047186970710754,0.798232913017273,0.9909201264381409,0.9102490544319153,0.18567827343940735
0,resized_images/first_dataset/1137.jpg,0.97987556,0.02012441,0.5278737545013428,0.987568199634552,0.9320410490036011,0.8935906291007996,0.30953872203826904
0,resized_images/first_dataset/1138.jpg,0.9967031,0.003296965,0.8119408488273621,0.013020128011703491,0.9053727984428406,0.4867590665817261,0.9801427721977234
0,resized_images/first_dataset/1139.jpg,1.0,9.244275e-12,0.4958786070346832,0.695014476776123,0.9998404383659363,0.013731067068874836,0.4238700270652771
0,resized_images/first_dataset/114.jpg,0.99994755,5.2449766e-05,0.47093209624290466,0.9309092164039612,0.8139805197715759,0.5541794896125793,0.9278907179832458
0,resized_images/first_dataset/1140.jpg,0.99894494,0.0010550593,0.7527735233306885,0.006713732145726681,0.9891175031661987,0.5103104710578918,0.41766801476478577
0,resized_images/first_dataset/1141.jpg,1.0,7.113296e-11,0.7325008511543274,0.013713016174733639,0.989057183265686,0.4982578754425049,0.9447008371353149
0,resized_images/first_dataset/1142.jpg,0.5911956,0.40880445,0.8471513390541077,0.037602007389068604,0.8431444764137268,0.6800994873046875,0.479564368724823
0,resized_images/first_dataset/1143.jpg,1.8560954e-07,0.99999976,0.49373432993888855,0.9896790981292725,0.9977847933769226,0.07908404618501663,0.6913400888442993
0,resized_images/first_dataset/1144.jpg,3.8016665e-07,0.99999964,0.9590001106262207,0.9910730719566345,0.9870089888572693,0.4545873701572418,0.9105513691902161
0,resized_images/first_dataset/1145.jpg,0.009420591,0.9905794,0.49663877487182617,0.36221298575401306,0.99935382604599,0.9310771822929382,0.5529849529266357
0,resized_images/first_dataset/1146.jpg,2.4442375e-09,1.0,0.6806192994117737,0.988285481929779,0.9994552731513977,0.497624933719635,0.5470660924911499
0,resized_images/first_dataset/1147.jpg,0.07504878,0.9249512,0.8748389482498169,0.5942853689193726,0.9956188201904297,0.3115723133087158,0.8472302556037903
0,resized_images/first_dataset/1148.jpg,1.0,2.3458359e-08,0.9360536336898804,0.004087778273969889,0.9858489036560059,0.48265352845191956,0.6520738005638123
0,resized_images/first_dataset/1149.jpg,7.126791e-05,0.9999287,0.9993472695350647,0.0669575110077858,0.9902686476707458,0.49174124002456665,0.9067894816398621
0,resized_images/first_dataset/115.jpg,0.999985,1.5012159e-05,0.9990917444229126,0.6683269143104553,0.6134138107299805,0.4876769483089447,0.7157608270645142
0,resized_images/first_dataset/1150.jpg,0.99831724,0.0016827239,0.9868577718734741,0.45336976647377014,0.9566475749015808,0.3445586562156677,0.45364558696746826
0,resized_images/first_dataset/1151.jpg,2.1204948e-12,1.0,0.9642317891120911,0.9914012551307678,0.9909054636955261,0.8772276043891907,0.2670497000217438
0,resized_images/first_dataset/1152.jpg,1.4752347e-06,0.99999857,0.5723295211791992,0.9892235994338989,0.9691771268844604,0.12936218082904816,0.7964532971382141
0,resized_images/first_dataset/1153.jpg,3.0056232e-11,1.0,0.9919096827507019,0.03495519980788231,0.9999998807907104,0.6658881306648254,0.1787904053926468
0,resized_images/first_dataset/1154.jpg,1.2023102e-05,0.99998796,0.5277950763702393,0.9899997115135193,0.9756118655204773,0.04313046485185623,0.32857152819633484
0,resized_images/first_dataset/1155.jpg,5.7470706e-10,1.0,0.9807117581367493,0.014869382604956627,0.9949135780334473,0.17368316650390625,0.48527607321739197
0,resized_images/first_dataset/1156.jpg,1.0,3.6517267e-08,0.9460607767105103,0.006052023731172085,0.9999632239341736,0.09056501090526581,0.5326638221740723
0,resized_images/first_dataset/1157.jpg,1.4734334e-07,0.9999999,0.9285664558410645,0.026547063142061234,0.9997895359992981,0.5975050330162048,0.9563001394271851
